id,slug,name,metacritic,released,tba,updated,website,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,platforms,developers,genres,publishers,esrb_rating,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing
541,montasayer-itch,MontaSayer (itch),,9/1/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,117,0,0,PC,BUG-Studio,RPG,,,0,0,0,0,0,0
542,xoxo-academy,XOXO Academy,,6/2/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,153,0,0,PC||macOS||Linux,owl.,RPG,,,0,0,0,0,0,0
543,bombslinger,Bombslinger,,7/19/2016,FALSE,2019-08-28T22:14:38,http://www.bombslinger.com,0,0,5,27,2,445,0,4,PC||Xbox One||Nintendo Switch,Mode4,Action||Adventure||Indie,Plug In Digital||Mode4,,0,13,2,2,0,0
544,love-for-a-stray,Love for a Stray,,7/29/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,201,0,0,PC,Stephen,Adventure,,,0,0,0,0,0,0
545,revolvermen,Revolvermen,,2/29/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,44,0,0,PC,bq,Platformer,,,0,0,0,0,0,0
546,last-in-time,Last in Time,,12/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,122,0,0,PC||Linux||Web,patrickreh,Adventure,,,0,0,0,0,0,0
547,virtual-creature,Virtual Creature,,8/15/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,18,0,0,macOS||Linux,Mark Sowden,Simulation,,,0,0,0,0,0,0
548,teleporters,Teleporters,,7/5/2018,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,10,0,0,Web,Rosden Shadow,Puzzle,,,0,0,0,0,0,0
549,tales-across-time-itch,Tales Across Time (itch),,7/22/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,279,0,0,PC,CriticalGames,RPG,,,0,0,0,0,0,0
550,cement-mixer-simulator-2003,Cement Mixer Simulator 2003,,2/17/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,126,0,0,PC,claufiersoft,Simulation,,,0,0,0,0,1,0
551,windy-lights,Windy Lights,,6/25/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,163,0,0,PC,Crow Inthesnow,Racing||Platformer,,,0,0,0,0,0,0
552,the-real-texas-part-2-part-1-cellpop-goes-out-at-n,"The Real Texas - Part 2, Part 1 - Cellpop Goes Out At Night",,7/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,245,0,0,PC||macOS||Linux,Kitty Lambda Games,,,,0,0,0,0,0,0
553,youre-in-the-band,You're In The Band,,10/7/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,57,0,0,PC,FriendlyFrog,Simulation,,,0,0,0,0,0,0
554,project-snowblind,Project: Snowblind,76,3/29/2005,FALSE,2020-01-08T14:56:24,http://www.projectsnowblind.com/,2.86,3,1,0,22,531,0,22,PC,Crystal Dynamics,Action,Square Enix,,34,564,11,4,8,0
555,siege-breaker,Siege Breaker,,3/7/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,141,0,0,PC,S4G School for Games,Puzzle,,,0,0,0,0,0,0
556,pewco,Pewco,,5/4/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,19,0,0,Web,RedzThief,Shooter,,,0,0,0,0,0,0
557,idle-population,Idle Population,,9/18/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,40,0,0,PC||macOS,NightDevelopment,,,,0,0,0,0,0,0
558,hyper-neon-fishing,Hyper Neon Fishing,,10/14/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,203,0,0,PC||macOS,Team Hyper Neon,Action,,,0,0,0,0,0,0
559,derpys-basics-2-the-scarier-version,Derpy's Basics 2 (The Scarier Version),,8/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,9,0,0,PC,Spongebob7989,,,,0,0,0,0,0,0
560,dark-star-2,Dark Star,,8/30/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,132,0,0,PC,Frump,Action,,,0,0,0,0,0,0
561,minos,Minos,,12/16/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,92,0,0,PC,siren.minos,Adventure,,,0,0,0,0,0,0
562,secrets,Secrets,,10/30/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,181,0,0,PC||macOS||Linux,KagiProjects,,,,0,0,0,0,0,0
563,sketch-run,Sketch! Run!,,3/31/2017,FALSE,2019-07-25T16:19:58,,0,0,0,0,0,172,0,0,PC,Vi Games,Indie,Vi Games,,0,12,0,0,0,0
564,tempbone,Tempbone,,7/22/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,120,0,0,PC,Yokcos,Puzzle||Platformer,,,0,0,0,0,0,0
565,night-of-the-limping-dead,Night of the Limping Dead,,2/29/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,99,0,0,PC,George Owen||levela,,,,0,0,0,0,0,0
566,rustos-adventure-heart-jam-2018-submission,Rusto's Adventure - Heart Jam 2018 Submission,,3/25/2018,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,83,0,0,PC,Aron Simpson,Action||Adventure||Puzzle||Platformer,,,0,0,0,0,0,0
567,build-to-survive,Build To Survive,,5/6/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,176,0,0,PC||macOS,HoldOnGames,,,,0,0,0,0,0,0
568,airmen-itch,Airmen (itch),,5/11/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,352,0,0,PC,Bronze_Johnson,Action,,,0,0,0,0,0,0
569,isoboom-itch,IsoBoom (itch),,8/17/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,395,0,0,PC,Thial,Puzzle,,,0,0,0,0,0,0
570,exilus,Exilus,,2/26/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,132,0,0,PC,Linker,Action,,,0,0,0,0,0,0
571,the-war-ends-sky,The War Ends Sky,,4/14/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,216,0,0,PC||macOS||Linux,Tristram Arts,Action,,,0,0,0,0,0,0
572,snek-twisterge,Snek (TwisterGE),,8/7/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,81,0,0,PC||Linux,TwisterGE,,,,0,0,0,0,0,0
573,think-to-die-3,Think To Die 3,,3/27/2017,FALSE,2019-08-28T22:14:38,http://felgcgamesdevelopm.wixsite.com/homepage,0,0,4,15,1,115,0,1,Linux||PC||macOS,Felip Guimerà,Strategy||Casual||Indie,FelGC.GamesDevelopment,,1,35,1,1,1,0
574,bunnyrama-demo,Bunnyrama Demo,,11/25/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,177,0,0,PC,starwindgames,Puzzle,,,0,0,0,0,0,0
575,kaiju-dating-simulator-renaiju,Kaiju Dating Simulator - Ren'aiJu,,7/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,13,0,0,PC||macOS,Chaheezor,Simulation,,,0,0,0,0,0,0
576,midinight-run,MIDInight Run,,4/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,1,29,0,1,PC||macOS||Linux,Corey Martin,Action,,,0,1,0,0,0,0
577,expat-a-durakin,eXpat (A. Durakin),,8/9/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,34,0,0,PC||macOS||Linux,A. Durakin,Shooter,,,0,0,0,0,0,0
578,valentinvalentin,Valentin&valentin,,4/14/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,6,0,0,Web,Armel Gibson,,,,0,0,0,0,0,0
579,radiant-story,Radiant Story,,3/15/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,158,0,0,PC,magiclionent,RPG,,,0,0,0,0,0,0
580,pale-blue-dot,Pale Blue Dot,,4/18/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,30,0,0,PC||Web,Secretcat,Puzzle,,,0,0,0,0,0,0
581,push-and-pull,Push and Pull,,8/19/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,158,0,0,PC,MichaelStewart,Platformer,,,0,0,0,0,0,0
582,elevator-operator,Elevator Operator,,8/14/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,102,0,0,Web,Heidi Erwin,Strategy||Puzzle,,,0,0,0,0,0,0
583,52-hertz,52 Hertz,,4/5/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,98,0,0,PC,Malisa Nash,,,,0,0,0,0,0,0
584,kane-and-lynch-dead-men,Kane and Lynch: Dead Men,67,11/13/2007,FALSE,2019-09-17T03:35:21,http://www.kaneandlynch.com,3.64,4,1,96,315,549,0,316,PC||Xbox 360||PlayStation 3,Square Enix||IO Interactive,Action||Shooter,Square Enix||Eidos Interactive,,93,1588,299,19,70,1
585,a-walk-in-the-silent-street,A Walk in the Silent Street,,7/11/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,39,0,0,PC,Sylphonia Games PH,,,,0,0,0,0,0,0
586,office-man,Office Man,,4/19/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,41,0,0,PC,Yai7,Adventure||Puzzle,,,0,0,0,0,0,0
587,kuburi,Kuburi,,6/28/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,Android,Pol Clarissou||Adrien Peyromaure-Debord-Broca,,,,0,0,0,0,0,0
588,the-classroom,The Classroom,,12/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,80,0,0,Web,palsina,Action,,,0,0,0,0,0,0
589,neon-brood-itch,Neon Brood (itch),,5/3/2018,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,260,0,0,PC,NarayanGames,Action,,,0,0,0,0,0,0
590,fantasim,Fantasim,,6/28/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,64,0,0,PC||macOS||Linux||Android,Andreas Jonsson,Simulation,,,0,0,0,0,0,0
591,alchemica-crafting-rpg,Alchemica - Crafting RPG,,9/3/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,157,0,0,PC,Crunchy Bit Games,RPG||Simulation,,,0,0,0,0,0,0
592,the-salt-fortress,The Salt Fortress,,5/16/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,295,0,0,PC,baptisteminy,Adventure,,,0,0,0,0,0,0
593,mass-effect-3-tuchanka,Mass Effect 3 - Tuchanka,,2/21/2017,FALSE,2019-05-15T17:08:54,,4.12,4,0,0,8,178,0,8,PC||macOS,Malteaser,,,,1,1,14,1,0,0
594,order-of-war,Order of War,69,9/17/2009,FALSE,2020-09-03T07:31:02,http://www.orderofwar.com,2.69,3,1,0,16,600,0,16,PC,Wargaming.net,Strategy,Square Enix,,18,455,2,1,5,0
595,dont-walk-football,Don't Walk: FOOTBALL!,,7/3/2014,FALSE,2019-08-23T11:27:41,,0,0,0,0,0,74,0,0,PC||macOS,TorqueMCR,Simulation||Sports,,,0,0,0,0,0,0
596,cosmonix,Cosmonix,,10/4/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,210,0,0,PC,unnamed,Action,,,0,0,0,0,0,0
597,prism-breaker,Prism Breaker,,5/5/2018,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,151,0,0,PC,Starbreak Studios,Action||Platformer,,,0,0,0,0,0,0
598,my-winter-walk,My Winter Walk,,12/7/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,72,0,0,macOS||Linux||Android||PC,Arne,Action,,,0,0,0,0,0,0
599,superluminal-vagrant-twin,Superluminal Vagrant Twin,,3/26/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,41,0,0,Web,C.E.J. Pacian,,,,0,0,0,0,0,0
600,adversary-x64,Adversary x64,,4/17/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,96,0,0,PC,nathanitw,Platformer,,,0,0,0,0,0,0
601,fish-monger,Fish Monger,,8/25/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,87,0,0,Web,zemmi,Action,,,0,0,0,0,0,0
602,on-the-fly,On The Fly,,4/24/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,PC,sparrowhousegames,,,,0,0,0,0,0,0
603,loot-burn-kill-repeat,Loot Burn Kill Repeat,,3/10/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,209,0,0,PC,Crumblin' Cookie,RPG,,,0,0,0,0,0,0
604,ld37-treatment-room-one,[LD37] Treatment Room One,,12/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,32,0,0,PC,blcs,,,,0,0,0,0,0,0
605,drift-king-survival,Drift King: Survival,,11/24/2016,FALSE,2019-08-28T22:14:38,,0,0,1,0,1,132,0,1,PC||macOS,Destiny Games||Destiny.Games,Simulation||Sports||Racing||Massively Multiplayer||Indie,Destiny Games||Destiny.Games,,0,16,0,0,0,1
606,future-ghost-itch,Future Ghost (itch),,12/8/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,98,0,0,PC||macOS||Linux,PineBox,Adventure,,,0,0,0,0,0,0
607,stunfest-galette-saucisse-tournament-ultra-turbo,Stunfest Galette Saucisse Tournament Ultra Turbo,,5/19/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,44,0,0,Web,My Sweet Whomp,,,,0,0,0,0,0,0
608,water-gunner,Water Gunner,,7/16/2017,FALSE,2019-08-28T23:25:08,,0,0,0,0,0,25,0,0,PC,CowThing,Action,,,0,0,0,0,0,0
609,the-bends,The Bends,,12/7/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,18,0,0,PC||macOS||Linux,svblm,,,,1,0,0,0,0,0
610,attack-of-the-oculoids,Attack of the Oculoids,,11/15/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,42,0,0,PC||macOS,MrLeePerry,Shooter,,,0,0,0,0,0,0
611,immortal-fray-alpha,Immortal Fray Alpha,,11/15/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,47,0,0,PC,xXtheZoneWalkerXx,Action||Fighting,,,0,0,0,0,0,0
612,oh-no-bugs-itch,Oh No! Bugs! (itch),,7/6/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,125,0,0,PC,Doomgriever,Action,,,0,0,0,0,0,0
613,cegc,CEGC,,2/21/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,67,0,0,Web,skodone,Strategy,,,0,0,0,0,0,0
614,regeria-hope-episode-1-itch,Regeria Hope Episode 1 (itch),,12/22/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,168,0,0,PC,Golden Game Barn,Adventure,,,0,0,0,0,0,0
615,typedef-char,typedef char,,6/10/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,13,0,0,PC,zzq,Platformer,,,0,0,0,0,0,0
616,scary-girl,Scary Girl,,4/9/2012,FALSE,2019-09-17T12:28:01,http://www.scarygirlgame.com/,0,3,1,12,5,255,0,5,PC,TikGames,Action,Square Enix,,2,87,1,1,0,0
617,cat-love,CAT LOVE,,12/18/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,34,0,0,PC,羽良麻セルフ,Action,,,0,0,0,0,0,0
618,eden-river-hd-a-virtual-reality-relaxation-experie,Eden River HD: A Virtual Reality Relaxation Experience - Early Access,,7/27/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,218,0,0,PC,UnelloDesign,Adventure,,,0,0,0,0,0,0
619,corgi-jam-adventurers-befuddled-corgi-abc,[Corgi Jam!] Adventurer's Befuddled Corgi (ABC),,6/15/2017,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,85,0,0,PC,Piyo,Platformer,,,0,0,0,0,0,0
620,will-you-race-me,Will You Race Me?,,7/2/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,120,0,0,PC||macOS||Linux||Android,onebulb,,,,0,0,0,0,0,0
621,citricide,Citricide!,,2/24/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,83,0,0,PC,Gregory Swanson,Action||Platformer,,,0,0,0,0,0,0
622,attegia-druids-hut-2017,Attegia: Druid's Hut 2017,,7/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,135,0,0,PC,ISART DIGITAL,,,,0,0,0,0,0,0
623,cubesicles,Cubesicles,,8/5/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,212,0,0,PC,MrPanth,Puzzle,,,0,0,0,0,0,0
624,necis-nightmare,Neci's Nightmare,,10/12/2016,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,28,0,0,PC,EnMod Games,Action,,,0,0,0,0,0,0
625,spheres,(sphere(s)),,6/16/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,28,0,0,PC||macOS||Linux,sutopat,,,,0,0,0,0,0,0
626,hurry-shell,Hurry Shell,,8/20/2015,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,38,0,0,PC,Gautyl,Action,,,0,0,0,0,0,0
627,alien-shooter-collection,Alien Shooter Collection,,10/18/2016,FALSE,2019-08-02T16:25:35,,0,0,0,0,0,126,0,0,PlayStation 4,8Floor,,,Mature,0,1,2,0,0,0
628,frisky-business,Frisky Business,,3/24/2017,FALSE,2019-08-28T22:14:38,http://www.kbrosinc.com,0,0,4,20,4,441,0,4,macOS||PC||PlayStation 4,Digerati Distribution||K Bros Games,Adventure||Simulation,K Bros Games,Mature,1,68,0,2,1,0
629,the-shrooms-have-eyes,The Shrooms Have Eyes,,10/10/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,59,0,0,PC,C#,Platformer,,,0,0,0,0,0,0
630,flotate,FLOTATE,,9/15/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,13,0,0,Web,Alex Johansson,Sports,,,0,0,0,0,0,0
631,salt-and-pepper,Salt and Pepper,,6/11/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,77,0,0,PC||Web,Tim Ned Atton,Platformer,,,0,0,0,0,0,0
632,triwitchs-trial,TriWitch's Trial,,1/31/2016,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,114,0,0,Linux||PC||macOS,DanielParra,Adventure,,,0,0,0,0,0,0
633,spacelab-42,SpaceLab 42,,8/13/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,173,0,0,PC||macOS||Linux,Jana Games Studios,Action,,,0,0,0,0,0,0
634,cybercop_plusexe,CyberCop_Plus.exe,,5/15/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,68,0,0,PC||macOS,peachymilk,Strategy,,,0,0,0,0,0,0
635,spinning-stones,Spinning Stones,,7/13/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,46,0,0,PC||Linux||Android,orzo,Puzzle,,,0,0,0,0,0,0
636,unbound,Unbound,,12/27/2017,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,233,0,0,PC,Wi1dR1ce,Adventure||Platformer,,,0,0,0,0,0,0
637,farming-dragons,Farming & Dragons,,8/15/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,82,0,0,PC,cortop,Puzzle,,,0,0,0,0,0,0
638,arachne,Arachne,,3/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,29,0,0,PC||macOS||Linux,PNJeffries,Strategy,,,0,0,0,0,0,0
639,watch_dogs-2,Watch Dogs 2,79,11/28/2016,FALSE,2020-05-14T14:05:05,http://watchdogs.com/,3.85,4,17,107,1044,592,2,1052,PC||PlayStation 4||Xbox One,Ubisoft Montreal,Action||Adventure,Ubisoft Entertainment,Mature,286,2526,742,187,309,115
640,paper-sorcerer-web-demo,Paper Sorcerer web demo,,11/28/2013,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,41,0,0,,Ultra Runaway Games,Adventure||RPG,,,0,0,0,0,0,0
641,oil-patrol,Oil Patrol,,8/3/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,42,0,0,Web,Sean Noonan,Adventure,,,0,0,0,0,0,0
642,blockgame-itch,BlockGame (itch),,7/21/2017,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,190,0,0,PC,Babbity,Puzzle,,,0,0,0,0,0,0
643,castleban,CastleBan,,8/16/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,52,0,0,PC||macOS||Linux,kyperbelt,Puzzle,,,0,0,0,0,0,0
644,lost-chroma,Lost Chroma,,8/19/2018,FALSE,2019-08-23T11:30:55,,0,0,0,0,0,28,0,0,PC,XtremeZero,Puzzle||Platformer,,,0,0,0,0,0,0
645,apocalypse-hotel,Apocalypse Hotel,,5/12/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,365,0,0,PC,Warped_Tales,RPG,,,0,0,0,0,0,0
646,shifty-funky-walls,Shifty Funky Walls,,5/11/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,73,0,0,PC||macOS,Djamel Berkaoui,,,,0,0,0,0,0,0
647,retro-player,Retro Player,,10/5/2016,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,35,0,0,Web,JunoStriker,,,,0,0,0,0,0,0
648,eremites,ἐρημίτης,,10/10/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,18,0,0,PC,orion_black,Action||Shooter,,,0,0,0,0,0,0
649,whats-under-your-blanket-2,What's under your blanket 2 !?,,4/3/2017,FALSE,2019-09-17T12:31:17,https://www.5wolf.ru,0,0,4,89,3,97,0,3,PC,5Wolf,Adventure,5Wolf,,1,64,2,1,1,0
650,fekong,Fekong,,7/22/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,75,0,0,PC,Yumike||milleniu,Platformer,,,0,0,0,0,0,0
651,hungry-harrys-climb,Hungry Harry's Climb,,10/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,104,0,0,PC||macOS||Linux||Web,Paloblancogames,Platformer,,,0,0,0,0,0,0
652,stellar-labyrinth,Stellar Labyrinth,,1/20/2015,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,107,0,0,PC||Web,Tim Ned Atton,Puzzle,,,0,0,0,0,0,0
653,blackbox-itch,BlackBox (itch),,8/22/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,10,0,0,PC,TomToad,Puzzle,,,0,0,0,0,0,0
654,a-place-for-the-forgotten,A place for the Forgotten,,7/2/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,173,0,0,Web,Noxfall Studios,Action,,,0,0,0,0,0,0
655,blush-or-burn,Blush or Burn,,11/10/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,121,0,0,Web,Kim Hoang,Simulation,,,0,0,0,0,0,0
656,captain-rixot-lost-on-enceladus,Captain Rixot: Lost on Enceladus,,3/5/2015,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,20,0,0,Web,ktch,Platformer,,,0,0,0,0,0,0
657,princesss-request,Princess's Request,,6/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,73,0,0,PC,toki production,RPG,,,0,0,0,0,0,0
658,oxenout,OxenOut,,8/1/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,208,0,0,PC,Dragwa,Simulation,,,0,0,0,0,0,0
659,the-infectious-madness-of-doctor-dekker,The Infectious Madness of Doctor Dekker,78,5/18/2017,FALSE,2020-05-18T02:07:34,http://www.doctordekker.com,3.8,4,4,78,15,377,0,15,PC||macOS||PlayStation 4||Xbox One||Nintendo Switch,Wales Interactive||D'Avekki Studios,Adventure||Simulation||Casual||Indie,Wales Interactive||D'Avekki Studios,Teen,12,71,7,8,6,4
660,remember,​REMEMBER,,4/24/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,96,0,0,PC,Melinda Asher,Adventure,,,0,0,0,0,0,0
661,family-slime,Family Slime,,4/21/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,65,0,0,Web,themadknights,Platformer,,,0,0,0,0,0,0
662,super-spacetime-traverse,Super Spacetime Traverse,,10/10/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,59,0,0,PC||macOS||Linux,Bruno Assarisse,Action,,,0,0,0,0,0,0
663,city-gardener,City Gardener,,8/13/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,32,0,0,PC,PacoChan,Puzzle,,,0,0,0,0,0,0
664,palactis,Palactis,,11/10/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,177,0,0,PC,IllusionGames,Shooter,,,0,0,0,0,0,0
665,pewkid-5,PewKid 5,,10/9/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,88,0,0,PC,EnclusaGames,Action||Shooter,,,0,0,0,0,0,0
666,mushroom-mogul,Mushroom Mogul,,5/1/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,132,0,0,Android,cosconnect,,,,0,0,0,0,0,0
667,vivarium-v-the-end,Vivarium (▼▲) ~ The End,,3/7/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,107,0,0,PC||macOS||Linux,SpaceGiraff3,Action,,,0,0,0,0,0,0
668,local-network,Local Network,,9/3/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,53,0,0,Web,Arcadim,,,,0,0,0,0,0,0
669,assassins-creed-brotherhood-2,Assassin’s Creed Brotherhood,88,11/16/2010,FALSE,2019-09-17T03:24:05,http://www.assassinscreed.com,4.21,4,16,51,956,648,13,960,macOS||PC||PlayStation 3||Xbox 360||Xbox One||PlayStation 4,Ubisoft Montreal,Action||Adventure,Ubisoft Entertainment,Mature,97,1409,1327,56,84,29
670,ganymede-gate,Ganymede Gate,,9/19/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,118,0,0,PC||macOS||Linux,Vicious Robot Rodent,RPG,,,0,0,0,0,0,0
671,bloodglass,Bloodglass,,9/7/2017,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,107,0,0,PC,BatElite,Platformer,,,0,0,0,0,0,0
672,scribblehead,ScribbleHead,,4/20/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,28,0,0,PC||macOS,ProjectBench,Puzzle,,,0,0,0,0,0,0
673,madriguera,Madriguera,,6/28/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,13,0,0,Web,ShontÃ©,,,,0,0,0,0,0,0
674,acid-farming-simulator,Acid Farming Simulator,,9/11/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,80,0,0,PC,MFEProject,Platformer,,,0,0,0,0,0,0
675,marty-mcflea-back-to-the-present-wip,Marty McFlea Back to the Present (WIP),,7/11/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,79,0,0,PC,djbigworm,Platformer,,,0,0,0,0,0,0
676,castle-quest,Castle Quest,,10/3/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,78,0,0,Android,DevNullGames,Puzzle,,,0,0,0,0,0,0
677,boots-cuts,Boots-Cuts,,7/18/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,30,0,0,PC||macOS,Shine Right,,,,0,0,0,0,0,0
678,growbotics,GROWBOTICS,,11/14/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,18,0,0,PC||macOS||Linux||Android,shallow_depths,,,,0,0,0,0,0,0
679,cities-skylines,Cities: Skylines,85,3/10/2015,FALSE,2019-09-17T03:12:06,http://www.citiesskylines.com/,4.15,4,8,215,951,479,0,956,Linux||macOS||PC||Nintendo Switch||Xbox One||PlayStation 4,Colossal Order,Strategy||Simulation,Paradox Interactive,Everyone,220,3907,300,79,403,196
680,abyssal-zone-classic,Abyssal Zone Classic,,7/27/2016,FALSE,2019-08-28T23:25:07,,0,0,0,0,0,46,0,0,PC||macOS,Led,Puzzle,,,0,0,0,0,0,0
